"PERSON_ID","Employee_count","contract_type","work_condition","job_category","ECONOMIC_SECTOR","PAY","Work_description","Company_category","Working_hours","job_dep"
2121,"tr_2","CDI","C","O","GZ",29028,"387e","ct_9",1526,"03"
2130,"tr_5","CDI","C","O","CH",22838,"623e","ct_9",1651,"03"
2132,"tr_5","CDI","C","O","QA",19554,"451h","ct_9",1820,"03"
2143,"tr_4","CDI","C","O","MA",16974,"479b","ct_9",1774,"03"
2144,"tr_3","CDI","C","O","GZ",19282,"543b","ct_9",1742,"03"
2145,"tr_6","CDI","C","O","CH",48086,"385a","ct_9",1405,"03"
2153,"tr_4","CDI","C","O","QB",14242,"526a","ct_8",1169,"03"
2155,"tr_2","CDI","C","O","GZ",34427,"676c","ct_9",2200,"03"
2167,"tr_4","AUT","C","O","HZ",21142,"521a","ct_9",1820,"03"
2168,"tr_3","CDI","C","O","FZ",15782,"632g","ct_9",1547,"03"
2182,"tr_6","CDI","P","O","CI",23955,"473c","ct_9",1575,"03"
2188,"tr_1","CDI","C","O","CA",38194,"387b","ct_9",1898,"03"
2189,"tr_5","CDI","C","O","CG",17890,"676c","ct_9",1664,"03"
2192,"tr_1","CDI","C","O","KZ",19911,"467a","ct_9",1821,"23"
2217,"tr_3","CDI","C","O","GZ",18657,"554b","ct_9",1355,"03"
2218,"tr_5","CDI","C","O","HZ",20315,"643a","ct_9",2054,"03"
2223,"tr_1","CDI","C","O","QA",21781,"526b","ct_6",1653,"03"
2242,"tr_6","AUT","P","O","OZ",5371,"523b","ct_1",508,"87"
2257,"tr_1","CDI","N","O","TZ",12453,"563c","ct_7",1115,"03"
2259,"tr_6","CDD","C","O","OZ",6758,"525b","ct_2",924,"69"
2263,"tr_5","CDI","C","O","SZ",19476,"461f","ct_9",1821,"03"
2264,"tr_3","CDI","N","O","CG",2120,"674a","ct_9",436,"03"
2265,"tr_4","CDI","C","O","RZ",2126,"631a","ct_9",152,"03"
2269,"tr_1","CDI","C","O","HZ",19925,"643a","ct_9",2149,"03"
2272,"tr_3","CDI","P","O","PZ",19796,"523b","ct_1",277,"03"
2281,"tr_1","CDI","P","O","SZ",8919,"562b","ct_6",1010,"03"
2284,"tr_2","CDI","C","O","NZ",30953,"435a","ct_8",1820,"03"
2285,"tr_3","CDI","C","O","JC",21005,"543e","ct_9",2104,"03"
2290,"tr_3","CDI","C","O","LZ",16115,"691c","ct_9",1779,"03"
2293,"tr_1","CDI","P","O","GZ",18921,"684a","ct_9",1852,"03"
2303,"tr_1","TTP","N","O","NZ",13288,"625f","ct_9",1481,"63"
2327,"tr_1","CDI","P","O","IZ",6756,"561f","ct_9",941,"04"
2331,"tr_6","CDI","C","O","GZ",22728,"486e","ct_9",1691,"06"
2334,"tr_1","CDI","C","O","GZ",27670,"487a","ct_9",1682,"13"
2341,"tr_4","CDI","C","O","OZ",17613,"524c","ct_2",1818,"04"
2346,"tr_0","CDI","C","O","NZ",2611,"691e","ct_9",264,"04"
2347,"tr_4","CDI","C","O","OZ",37853,"461f","ct_1",1820,"04"
2360,"tr_3","AUT","C","O","QB",23046,"525d","ct_3",1820,"04"
2368,"tr_1","CDI","C","O","NZ",37379,"374d","ct_9",1820,"04"
2370,"tr_5","CDI","C","O","GZ",16100,"551a","ct_9",1820,"04"
2375,"tr_1","CDI","N","O","TZ",19521,"563c","ct_7",1813,"04"
2376,"tr_6","CDD","C","O","QA",4754,"632k","ct_3",637,"04"
2377,"tr_3","CDI","C","O","HZ",23778,"451a","ct_9",1824,"04"
2382,"tr_1","CDI","C","O","GZ",33782,"554c","ct_9",1610,"04"
2383,"tr_1","CDI","C","O","IZ",8546,"542a","ct_8",562,"04"
2387,"tr_2","CDD","C","O","RZ",2805,"631a","ct_9",299,"04"
2403,"tr_4","CDI","P","O","QB",1956,"563b","ct_9",195,"84"
2404,"tr_1","TOA","P","O","CA",2638,"636c","ct_6",266,"04"
2414,"tr_1","CDI","C","O","FZ",25701,"632a","ct_9",1761,"04"
2415,"tr_2","CDI","C","O","IZ",9054,"468b","ct_8",513,"04"
2418,"tr_2","CDI","P","O","PZ",11075,"422c","ct_8",1140,"04"
2419,"tr_1","CDI","C","O","GZ",2965,"554b","ct_9",292,"04"
2420,"tr_3","CDI","C","O","NZ",23053,"676a","ct_9",2030,"04"
2427,"tr_2","CDI","C","O","QB",34749,"434a","ct_8",1757,"05"
2449,"tr_1","CDI","P","O","GZ",14705,"554a","ct_8",981,"04"
2456,"tr_1","CDI","C","O","GZ",36774,"462b","ct_9",1833,"04"
2462,"tr_3","CDI","C","O","CH",33706,"483a","ct_9",1956,"04"
2472,"tr_5","CDI","C","O","JB",18799,"478d","ct_9",1522,"83"
2475,"tr_0","CDI","C","O","NZ",2697,"691e","ct_9",264,"04"
2487,"tr_3","CDI","C","O","SZ",16029,"526e","ct_9",1508,"04"
2518,"tr_6","CDI","C","O","MB",37123,"479a","ct_5",2080,"13"
2529,"tr_2","CDI","P","O","PZ",10206,"422c","ct_8",1140,"04"
2531,"tr_4","CDI","C","O","QB",20927,"526a","ct_8",1820,"04"
2532,"tr_4","CDI","C","O","MA",44390,"479b","ct_9",1820,"04"
2533,"tr_0","TTP","C","O","NZ",25078,"632a","ct_9",1443,"13"
2535,"tr_3","CDI","C","O","IZ",24625,"377a","ct_9",947,"04"
2537,"tr_6","CDI","C","O","MA",40391,"477b","ct_9",1820,"13"
2554,"tr_1","CDI","C","O","NZ",14513,"684a","ct_9",1583,"13"
2561,"tr_3","CDI","C","O","GZ",38153,"634c","ct_9",2108,"04"
2567,"tr_1","CDI","C","O","FZ",28816,"477c","ct_9",1900,"05"
2574,"tr_1","CDI","C","O","FZ",40688,"463e","ct_9",1568,"04"
2577,"tr_4","CDI","C","O","GZ",21874,"552a","ct_9",1928,"04"
2578,"tr_2","CDI","C","O","FZ",24246,"632a","ct_9",1693,"04"
2582,"tr_1","CDI","C","O","FZ",19978,"542a","ct_9",1587,"05"
2592,"tr_3","AUT","P","X","OZ",8258,"564b","ct_2",1085,"05"
2594,"tr_3","CDI","C","O","GZ",21804,"462e","ct_9",954,"05"
2599,"tr_2","CDI","P","O","MA",10148,"526a","ct_9",1082,"05"
2634,"tr_4","AUT","C","O","QB",8460,"685a","ct_8",1774,"05"
2640,"tr_4","TOA","C","O","HZ",5547,"431c","ct_9",436,"05"
2649,"tr_2","CDI","C","O","FZ",51384,"463e","ct_9",1770,"05"
2652,"tr_3","CDI","C","O","HZ",29379,"333c","ct_9",1825,"05"
2659,"tr_1","TOA","C","O","IZ",3425,"561c","ct_9",408,"05"
2664,"tr_6","AUT","C","O","QA",20581,"433a","ct_3",1819,"05"
2675,"tr_5","CDI","P","O","QA",14027,"431f","ct_8",756,"05"
2679,"tr_3","CDI","P","O","QA",25811,"431f","ct_8",1011,"05"
2680,"tr_6","CDI","P","O","KZ",26522,"479b","ct_9",1629,"13"
2695,"tr_1","CDI","C","O","GZ",19330,"643a","ct_9",2051,"05"
2709,"tr_2","CDI","P","O","BZ",34520,"382c","ct_9",1457,"05"
2720,"tr_1","CDI","P","O","GZ",17540,"542a","ct_9",1040,"04"
2736,"tr_1","CDI","C","O","NZ",29738,"466a","ct_9",777,"05"
2745,"tr_2","CDI","C","O","IZ",4991,"562a","ct_9",476,"05"
2746,"tr_3","CDI","C","O","QB",22954,"525d","ct_8",1910,"05"
2758,"tr_4","CDI","P","O","QA",26069,"431d","ct_9",1840,"05"
2771,"tr_3","TOA","C","O","IZ",9397,"561b","ct_9",967,"05"
2772,"tr_1","CDI","C","O","IZ",14509,"636d","ct_9",1219,"05"
2774,"tr_1","TTP","N","O","NZ",5282,"526d","ct_9",290,"05"
2785,"tr_1","CDD","P","O","IZ",5772,"561c","ct_9",287,"06"
2791,"tr_6","CDI","C","O","QA",5667,"468b","ct_9",332,"06"
2793,"tr_1","APP","C","A","CI",13572,"473b","ct_9",1820,"06"
2797,"tr_6","AUT","C","O","OZ",24935,"621f","ct_2",1823,"06"
2800,"tr_3","CDI","C","O","JC",46036,"463c","ct_9",1820,"06"
2803,"tr_4","APP","C","A","GZ",15466,"543h","ct_9",1668,"06"
2812,"tr_1","CDI","P","O","IZ",2086,"561c","ct_9",272,"06"
2818,"tr_4","CDI","C","O","KZ",18668,"467c","ct_9",1508,"06"
2819,"tr_3","CDI","C","O","GZ",18385,"462e","ct_9",1474,"06"
2832,"tr_0","CDD","N","O","NZ",9662,"564a","ct_8",1023,"06"
2833,"tr_6","CDI","C","O","CF",10821,"625b","ct_9",618,"06"
2835,"tr_5","CDI","C","O","MC",41596,"388a","ct_9",1597,"06"
2838,"tr_2","CDI","C","O","GZ",20078,"556a","ct_9",1575,"06"
2848,"tr_4","CDI","C","O","QA",58072,"344d","ct_9",1820,"06"
2864,"tr_2","CDI","C","O","IZ",10746,"561b","ct_9",698,"06"
2866,"tr_6","CDI","N","O","HZ",9769,"546d","ct_9",987,"93"
2868,"tr_5","CDI","P","O","GZ",10865,"552a","ct_9",960,"06"
2871,"tr_4","CDI","C","O","QB",18731,"563b","ct_9",1858,"06"
2875,"tr_0","CDI","C","O","KZ",12598,"467a","ct_9",1186,"06"
2895,"tr_1","CDI","C","O","FZ",13761,"542a","ct_6",1657,"06"
2897,"tr_1","CDI","C","O","GZ",14276,"466a","ct_9",1537,"06"
2900,"tr_3","CDI","P","O","GZ",6536,"554d","ct_9",581,"06"
2909,"tr_2","CDI","C","O","GZ",23667,"554c","ct_9",1266,"06"
2916,"tr_3","CDI","C","O","GZ",24970,"641a","ct_9",846,"06"
2922,"tr_2","CDI","C","O","LZ",34071,"372a","ct_9",1820,"06"
2934,"tr_6","CDI","C","O","GZ",16176,"554a","ct_9",1429,"06"
2936,"tr_5","CDI","C","O","EZ",28444,"485a","ct_9",1614,"06"
2938,"tr_2","CDI","C","O","NZ",10730,"534a","ct_9",1240,"06"
2946,"tr_1","TOA","P","O","GZ",2580,"543g","ct_9",150,"06"
2956,"tr_4","CDI","C","O","HZ",4812,"676c","ct_9",472,"06"
2959,"tr_1","CDI","C","O","QA",30430,"526e","ct_9",1967,"06"
2971,"tr_1","CDI","C","O","FZ",34697,"621a","ct_9",1820,"06"
2982,"tr_4","CDI","C","O","PZ",29474,"341a","ct_8",1820,"06"
2984,"tr_3","CDI","C","O","NZ",24266,"433a","ct_9",2180,"06"
2992,"tr_6","CDI","C","O","GZ",25974,"462d","ct_9",1442,"94"
2997,"tr_6","CDI","C","O","CE",28993,"475a","ct_9",1795,"06"
3001,"tr_6","CDI","C","O","KZ",50475,"373c","ct_9",2108,"06"
3011,"tr_2","CDD","C","O","GZ",9319,"676c","ct_9",1111,"06"
3012,"tr_6","CDI","C","O","KZ",29702,"461d","ct_9",1820,"06"
3014,"tr_3","CDI","C","O","GZ",22959,"632f","ct_9",1563,"06"
3025,"tr_6","CDI","C","O","KZ",48284,"376c","ct_9",2001,"06"
3035,"tr_4","CDI","C","O","HZ",21053,"641a","ct_9",2200,"83"
3041,"tr_1","CDI","C","O","KZ",28264,"467a","ct_9",1861,"06"
3046,"tr_4","CDI","P","O","GZ",2822,"551a","ct_9",205,"06"
3050,"tr_5","CDI","C","O","CE",23680,"674a","ct_9",1413,"06"
3051,"tr_3","TOA","C","O","IZ",11723,"561c","ct_9",895,"06"
3052,"tr_1","CDI","C","O","KZ",18812,"461d","ct_9",1168,"06"
3054,"tr_1","CDI","C","O","QA",35761,"526a","ct_9",2765,"06"
3055,"tr_3","CDI","C","O","HZ",14948,"641a","ct_9",1474,"83"
3060,"tr_5","CDI","C","O","CI",28041,"473c","ct_9",1666,"06"
3062,"tr_4","CDI","C","O","GZ",55789,"388d","ct_9",1649,"06"
3064,"tr_3","CDI","P","O","PZ",10695,"341a","ct_8",910,"06"
3066,"tr_1","CDI","C","O","IZ",17943,"468b","ct_9",1706,"06"
3072,"tr_4","CDI","C","O","EZ",25567,"641a","ct_9",1354,"06"
3078,"tr_3","CDI","C","O","QB",23655,"525d","ct_8",1820,"06"
3083,"tr_4","CDI","C","O","FZ",23834,"632g","ct_9",1694,"06"
3085,"tr_6","AUT","C","O","OZ",36376,"472d","ct_2",1832,"06"
3106,"tr_1","CDI","C","O","IZ",8030,"373a","ct_9",961,"06"
3108,"tr_0","CDI","C","O","LZ",21688,"542a","ct_9",1009,"06"
3109,"tr_2","APP","C","A","FZ",1615,"676d","ct_9",386,"01"
3114,"tr_3","CDI","C","O","PZ",27361,"341a","ct_8",1820,"06"
3116,"tr_4","CDI","C","O","MC",25707,"388a","ct_9",1645,"06"
3127,"tr_6","AUT","C","O","QB",20621,"526a","ct_2",1830,"06"
3139,"tr_1","CDI","P","O","IZ",27228,"543b","ct_9",3000,"06"
3146,"tr_4","CDI","C","O","QB",17158,"525d","ct_9",1265,"06"
3147,"tr_4","AUT","C","O","QB",27199,"526a","ct_3",1820,"06"
3149,"tr_0","CDI","N","O","TZ",24716,"563c","ct_7",1891,"06"
3150,"tr_6","CDI","C","O","QA",18983,"526a","ct_3",1819,"06"
3154,"tr_1","CDI","P","O","GZ",15257,"344d","ct_9",804,"06"
3158,"tr_1","CDI","C","O","LZ",31325,"543f","ct_9",1914,"06"
3165,"tr_6","CDI","P","O","CJ",37741,"672a","ct_9",1512,"06"
3178,"tr_5","CDI","P","O","GZ",4621,"553b","ct_9",336,"06"
3180,"tr_3","CDI","C","O","LZ",24041,"461b","ct_9",1820,"06"
3183,"tr_4","CDI","C","O","QB",40447,"431f","ct_8",2238,"06"
3186,"tr_5","CDI","C","O","GZ",9857,"554h","ct_9",890,"06"
3191,"tr_6","TOA","P","O","PZ",6656,"524b","ct_1",574,"06"
3200,"tr_4","CDI","C","O","HZ",49793,"543f","ct_9",1624,"78"
3202,"tr_1","CDI","C","O","KZ",74486,"374d","ct_9",1764,"69"
3203,"tr_3","CDI","P","O","NZ",28282,"684a","ct_9",2880,"06"
3205,"tr_5","AUT","C","O","QB",31354,"451h","ct_3",1819,"06"
3209,"tr_1","CDI","C","O","QA",17187,"526b","ct_9",1612,"06"
3213,"tr_1","CDI","C","O","IZ",9469,"561f","ct_8",741,"06"
3220,"tr_5","CDI","C","O","NZ",8339,"373d","ct_9",371,"92"
3233,"tr_4","CDD","P","O","QB",15364,"563b","ct_8",1585,"06"
3241,"tr_0","CDD","C","O","LZ",3893,"463e","ct_9",344,"06"
3242,"tr_5","CDI","P","O","QA",16256,"526a","ct_8",1476,"06"
3248,"tr_2","CDI","C","O","JC",23666,"461b","ct_9",1799,"06"
3254,"tr_2","CDI","C","O","NZ",14719,"631a","ct_9",1326,"06"
3268,"tr_1","TTP","C","O","NZ",12911,"626a","ct_9",889,"06"
3275,"tr_3","CDI","C","O","GZ",27659,"462e","ct_9",1402,"06"
3276,"tr_4","CDI","C","O","OZ",20249,"451e","ct_8",1805,"06"
3281,"tr_6","AUT","N","O","GZ",907,"463e","ct_9",185,""
3287,"tr_2","CDI","C","O","PZ",34989,"421b","ct_8",1820,"06"
3290,"tr_6","CDI","P","O","HZ",36378,"641b","ct_5",1387,"06"
3292,"tr_3","CDI","C","O","GZ",38581,"374d","ct_9",1624,"13"
3293,"tr_3","CDI","C","O","NZ",13898,"431f","ct_9",816,"84"
3295,"tr_3","CDI","C","O","HZ",20793,"641b","ct_9",1222,"06"
3308,"tr_1","CDI","C","O","GZ",27265,"484a","ct_9",1183,"59"
3310,"tr_4","CDI","C","O","EZ",19797,"644a","ct_9",1494,"06"
3313,"tr_3","CDI","P","O","GZ",13283,"554f","ct_9",842,"75"
3315,"tr_5","CDD","C","O","QB",6069,"525d","ct_3",783,"06"
3316,"tr_4","CDI","C","O","PZ",25279,"341a","ct_8",1820,"06"
3318,"tr_3","CDI","C","O","QB",10445,"525d","ct_9",850,"06"
3325,"tr_2","CDI","C","O","QB",23785,"423b","ct_8",1820,"06"
3338,"tr_0","CDI","N","O","TZ",7452,"563a","ct_7",999,"06"
3350,"tr_1","CDI","C","O","IZ",28368,"636d","ct_9",1020,"06"
3353,"tr_6","CDI","C","O","QA",23241,"526a","ct_8",1820,"06"
3359,"tr_4","CDI","C","O","QA",13800,"525d","ct_9",1258,"06"
3362,"tr_3","CDI","P","O","QB",22309,"563b","ct_9",1368,"06"
3370,"tr_2","CDI","C","O","NZ",14516,"684a","ct_9",1591,"06"
3376,"tr_1","CDI","C","O","SZ",19410,"562b","ct_9",1655,"06"
3377,"tr_5","TOA","C","O","HZ",17799,"641a","ct_9",1325,"06"
3378,"tr_4","CDI","C","O","HZ",18042,"652a","ct_9",1686,"06"
3391,"tr_6","CDI","C","O","QA",22107,"451h","ct_8",1820,"06"
3396,"tr_1","CDI","C","O","NZ",27382,"564a","ct_8",2200,"06"
3401,"tr_6","CDI","N","O","JC",52540,"371a","ct_9",1820,"06"
3402,"tr_1","AUT","N","O","GZ",24301,"385c","ct_9",1820,"06"
3413,"tr_5","AUT","P","O","QB",5219,"676e","ct_8",910,"06"
3415,"tr_4","CDI","C","O","OZ",28681,"479b","ct_1",1820,"06"
3424,"tr_1","CDI","N","O","TZ",3174,"563c","ct_7",337,"06"
3427,"tr_1","CDI","P","O","JC",3185,"388c","ct_9",312,"06"
3429,"tr_1","CDI","C","O","LZ",5814,"542a","ct_9",483,"06"
3442,"tr_2","CDI","C","O","JC",25880,"463a","ct_9",1697,"06"
3451,"tr_5","CDI","C","O","QB",18019,"525d","ct_3",1814,"06"
3454,"tr_6","CDI","C","O","QA",18528,"525d","ct_8",1793,"06"
3458,"tr_1","CDI","C","O","IZ",6044,"561c","ct_9",773,"06"
3479,"tr_1","CDI","C","O","FZ",9749,"633a","ct_9",892,"06"
3492,"tr_6","CDI","C","O","OZ",31833,"376f","ct_8",1820,"06"
3501,"tr_4","CDI","C","O","SZ",27257,"434c","ct_8",1829,"06"
3502,"tr_2","CDI","C","O","NZ",10181,"534a","ct_9",1069,"06"
3513,"tr_1","CDI","N","O","TZ",14403,"563c","ct_7",1845,"06"
3527,"tr_1","CDI","P","O","SZ",8767,"562b","ct_9",976,"06"
3533,"tr_5","CDI","C","O","QA",21084,"451h","ct_3",1819,"06"
3538,"tr_1","CDI","C","O","FZ",7026,"472c","ct_9",432,"06"
3549,"tr_1","CDI","C","O","IZ",26396,"561c","ct_9",1179,"06"
3572,"tr_2","CDI","C","O","CI",10774,"622e","ct_9",1821,"06"
3577,"tr_3","CDI","C","O","NZ",16570,"534a","ct_9",1948,"06"
3586,"tr_3","CDI","P","O","QB",8195,"563b","ct_8",959,"06"
3589,"tr_3","CDI","C","O","QB",18407,"525d","ct_9",1631,"06"
3598,"tr_5","CDI","C","O","EZ",31787,"461f","ct_9",1852,"06"
3600,"tr_3","AUT","P","O","PZ",28131,"423b","ct_2",1032,"06"
3603,"tr_4","CDI","C","O","GZ",19804,"653a","ct_9",1741,"06"
3609,"tr_1","AUT","C","X","JA",7325,"543h","ct_9",1319,"93"
3611,"tr_1","CDI","N","O","TZ",13559,"563c","ct_7",1206,"06"
3613,"tr_2","CDI","C","O","GZ",16386,"554f","ct_9",1621,"06"
3622,"tr_4","CDI","C","O","PZ",25684,"341a","ct_8",1814,"06"
3624,"tr_4","CDI","C","O","PZ",20306,"422c","ct_8",1884,"06"
3629,"tr_1","TTP","N","O","NZ",5473,"561e","ct_9",485,"06"
3630,"tr_3","CDI","C","O","GZ",16057,"543b","ct_9",1181,"06"
3637,"tr_4","CDI","C","O","QB",17919,"525d","ct_3",1820,"06"
3649,"tr_6","CDI","C","O","NZ",13613,"541b","ct_9",1408,"69"
3654,"tr_2","CDI","C","O","CM",14066,"624f","ct_9",1236,"06"
3655,"tr_1","CDI","C","O","GZ",13048,"562a","ct_9",1483,"06"
3656,"tr_2","APP","C","A","GZ",2690,"672a","ct_9",442,"06"
3662,"tr_1","CDI","C","O","SZ",14325,"553c","ct_9",1592,"06"
3667,"tr_4","CDI","C","O","GZ",15569,"554e","ct_9",1073,"06"
3677,"tr_6","CDI","C","O","KZ",45038,"376c","ct_9",1778,"13"
3681,"tr_1","CDI","C","O","QA",17530,"526b","ct_9",1612,"06"
3687,"tr_1","CDI","C","O","RZ",13089,"424a","ct_8",1197,"06"
3699,"tr_3","CDI","C","O","PZ",32622,"525b","ct_8",1229,"06"
3703,"tr_6","CDI","P","O","QA",21649,"432b","ct_8",1274,"06"
3706,"tr_1","CDI","C","O","MA",38143,"382d","ct_9",2113,"06"
3714,"tr_4","APP","C","A","FZ",2722,"632f","ct_9",533,"06"
3724,"tr_0","CDI","C","O","GZ",16699,"653a","ct_9",1892,"06"
3729,"tr_2","CDD","C","O","QB",5664,"526d","ct_8",533,"06"
3733,"tr_3","CDI","C","O","SZ",28991,"422b","ct_8",1820,"06"
3755,"tr_4","CDI","C","O","MB",50423,"385a","ct_9",1820,"06"
3756,"tr_3","CDI","C","O","GZ",34652,"433d","ct_9",2200,"06"
3757,"tr_1","APP","C","A","KZ",3791,"563b","ct_9",579,"06"
3758,"tr_6","CDI","P","O","NZ",21386,"684a","ct_9",2085,"06"
3759,"tr_3","CDI","C","O","PZ",62746,"381b","ct_8",1771,"06"
3765,"tr_5","CDI","C","O","CG",34447,"475b","ct_9",1820,"06"
3768,"tr_6","CDI","C","O","NZ",24883,"543b","ct_9",1832,"06"
3770,"tr_2","CDI","C","O","IZ",6029,"643a","ct_9",729,"06"
3774,"tr_2","CDI","C","O","FZ",16096,"632g","ct_9",1575,"69"
3775,"tr_2","CDI","C","O","MC",22513,"422e","ct_9",1492,"06"
3787,"tr_1","CDI","C","O","FZ",26529,"637b","ct_9",1673,"06"
3788,"tr_5","CDI","C","O","DZ",30223,"477b","ct_9",1419,"06"
3789,"tr_1","TOA","C","O","IZ",7203,"561c","ct_9",487,"06"
3793,"tr_4","CDI","C","O","PZ",25258,"464a","ct_8",1617,"06"
3799,"tr_3","CDI","C","O","FZ",17908,"481b","ct_9",1153,"06"
3800,"tr_4","CDI","P","O","PZ",24242,"524b","ct_4",1366,"06"
3802,"tr_2","CDI","C","O","JC",22081,"461b","ct_9",1799,"06"
3811,"tr_3","CDI","C","O","PZ",10168,"422c","ct_9",824,"06"
3815,"tr_6","CDI","C","O","JA",33071,"375a","ct_9",1841,"06"
3821,"tr_3","CDI","C","O","QB",55442,"434a","ct_8",1820,"83"
3823,"tr_1","CDI","C","O","NZ",10380,"564a","ct_8",900,"06"
3826,"tr_3","CDI","C","O","MA",37887,"543f","ct_9",1950,"06"
3827,"tr_6","CDI","C","O","QA",23296,"477a","ct_8",1820,"06"
3829,"tr_6","CDI","C","O","OZ",24798,"545d","ct_8",2041,"06"
3831,"tr_1","AUT","P","X","RZ",1665,"465b","ct_8",227,"06"
3833,"tr_1","CDI","C","O","IZ",19171,"636d","ct_9",1266,"06"
3835,"tr_6","CDI","C","O","KZ",15500,"467c","ct_9",1493,"13"
3842,"tr_1","CDI","C","O","QA",18678,"526b","ct_6",1559,"06"
3863,"tr_6","TOA","P","O","OZ",2622,"451e","ct_1",313,"13"
3867,"tr_1","TTP","C","O","NZ",1538,"676a","ct_9",193,"06"
3871,"tr_1","CDI","C","O","KZ",29131,"467a","ct_9",1825,"06"
3872,"tr_3","CDI","C","O","GZ",41940,"384c","ct_9",1456,"06"
3876,"tr_0","CDI","C","O","FZ",9594,"681b","ct_9",1394,"06"
3878,"tr_4","CDI","P","O","KZ",28872,"545c","ct_9",1573,"06"
3886,"tr_6","CDI","C","O","QA",20602,"526a","ct_8",1820,"06"
3887,"tr_1","CDI","C","O","KZ",50915,"467a","ct_9",1112,"06"
3892,"tr_0","APP","C","A","CM",15026,"685a","ct_9",1561,"06"
3897,"tr_6","CDI","C","O","HZ",11566,"643a","ct_9",1077,"13"
3901,"tr_3","CDI","C","O","HZ",15806,"451a","ct_9",607,"06"
3910,"tr_1","TTP","N","O","NZ",10069,"631a","ct_9",1054,"06"
3913,"tr_4","CDI","C","O","HZ",37714,"541d","ct_9",2121,"06"
3919,"tr_1","TTP","C","O","NZ",7003,"632f","ct_9",660,"06"
3921,"tr_1","CDI","C","O","FZ",15552,"632g","ct_9",1349,"06"
3925,"tr_1","CDI","C","O","HZ",18664,"641a","ct_9",1831,"06"
3933,"tr_1","CDI","C","O","IZ",11819,"636d","ct_9",1174,"06"
3935,"tr_3","CDI","P","O","QA",57164,"344a","ct_8",1820,"06"
3945,"tr_4","CDI","C","O","GZ",16134,"554c","ct_9",1685,"06"
3947,"tr_4","CDI","C","O","QB",18817,"525d","ct_9",1793,"06"
3955,"tr_1","CDI","C","O","FZ",25597,"633a","ct_9",1816,"06"
3971,"tr_6","CDI","C","O","NZ",24939,"534a","ct_9",2596,"34"
3984,"tr_1","CDI","C","O","GZ",38436,"344d","ct_9",1848,"06"
3993,"tr_5","CDI","C","O","GZ",8096,"554h","ct_9",918,"06"
4002,"tr_1","CDI","C","O","GZ",20249,"634c","ct_9",1700,"06"
4007,"tr_6","CDI","C","O","HZ",15042,"466a","ct_9",1613,"06"
4017,"tr_6","CDI","C","O","GZ",23367,"551a","ct_9",1877,"06"
4021,"tr_6","CDI","C","O","QA",21417,"434b","ct_8",1826,"06"
4023,"tr_3","CDI","C","O","QB",10019,"525d","ct_9",997,"06"
4025,"tr_1","CDI","C","O","GZ",29886,"462b","ct_9",1667,"06"
4030,"tr_3","CDI","C","O","CI",50439,"383a","ct_9",1792,"92"
4035,"tr_5","CDI","C","O","HZ",26296,"333c","ct_9",1841,"06"
4041,"tr_3","CDI","C","O","GZ",3836,"554j","ct_9",388,"06"
4045,"tr_2","CDI","C","O","QA",23592,"526e","ct_9",1909,"06"
4048,"tr_6","CDI","P","O","QA",13811,"432b","ct_8",910,"06"
4051,"tr_3","CDI","C","O","CC",22891,"475a","ct_9",1809,"06"
4053,"tr_1","CDI","C","O","SZ",32884,"353b","ct_8",1820,"06"
4062,"tr_6","AUT","C","O","OZ",27350,"621f","ct_2",1990,"06"
4070,"tr_2","CDI","C","O","MA",33814,"383a","ct_9",1349,"06"
4071,"tr_4","CDI","C","O","GZ",14177,"641a","ct_9",988,"06"
4078,"tr_3","CDI","P","O","QB",8031,"563b","ct_9",780,"06"
4086,"tr_3","CDI","C","O","JC",25036,"478c","ct_9",2028,"06"
4088,"tr_4","CDI","C","O","HZ",25001,"641a","ct_9",1962,"06"
4090,"tr_3","CDI","P","O","QB",10426,"525d","ct_9",949,"06"
4104,"tr_3","CDI","C","O","NZ",12828,"534a","ct_9",1404,"06"
4106,"tr_3","CDI","C","O","JA",24773,"384c","ct_9",1139,"06"
4111,"tr_1","CDI","C","O","MA",25061,"543h","ct_9",1539,"06"
4122,"tr_6","CDI","C","O","QA",19111,"526a","ct_8",1820,"06"
4123,"tr_3","CDI","C","O","HZ",34825,"641b","ct_9",2110,"06"
4127,"tr_1","CDI","C","O","FZ",36239,"481a","ct_9",1750,"06"
4128,"tr_6","CDI","C","O","PZ",24012,"461c","ct_8",1734,"06"
4133,"tr_4","CDD","N","O","RZ",5091,"465b","ct_9",196,"06"
4146,"tr_2","CDI","C","O","PZ",34610,"421b","ct_8",1820,"06"
4148,"tr_1","CDI","C","O","GZ",20269,"634c","ct_9",1700,"06"
4149,"tr_6","CDI","C","O","JC",38162,"388c","ct_9",1820,"06"
4154,"tr_3","CDI","C","O","PZ",30175,"525b","ct_8",1229,"06"
4163,"tr_0","CDI","C","O","FZ",18889,"478d","ct_9",1550,"06"
4166,"tr_3","CDI","C","O","JC",24135,"423b","ct_9",1753,"06"
4167,"tr_2","CDI","C","O","CA",21661,"554a","ct_9",1942,"06"
4170,"tr_3","CDI","C","O","QB",17109,"525d","ct_9",1691,"06"
4172,"tr_6","CDD","C","O","PZ",26774,"342h","ct_1",1885,"06"
4176,"tr_3","CDD","P","O","SZ",10127,"564b","ct_4",410,"06"
4183,"tr_3","CDI","C","O","RZ",17682,"435b","ct_8",1625,"06"
